Class;Organism ;KM Value
3.1.1.3;Micrococcus sp.;0.08
3.1.1.3;Amycolatopsis mediterranei;0.099
3.1.1.3;Oryza sativa;0.1089
3.1.1.3;Saccharolobus solfataricus;0.129
3.1.1.3;Oryza sativa;0.1408
3.1.1.3;uncultured bacterium;0.22
3.1.1.3;Streptomyces sp.;0.24
3.1.1.3;Candida albicans;0.27
3.1.1.3;Aspergillus nidulans;0.3
3.1.1.3;Lymantria dispar;0.31
3.1.1.3;uncultured bacterium;0.32
3.1.1.3;Geobacillus stearothermophilus;0.33
3.1.1.3;Candida albicans;0.36
3.1.1.3;Candida albicans;0.41
3.1.1.3;Staphylococcus xylosus;0.43
3.1.1.3;Candida albicans;0.5
3.1.1.3;Micrococcus sp.;0.6
3.1.1.3;Aureobasidium pullulans;0.608
3.1.1.3;Staphylococcus xylosus;0.64
3.1.1.3;Rhodotorula glutinis;0.7
3.1.1.3;Staphylococcus xylosus;0.76
3.1.1.3;Oryza sativa;1.02
3.1.1.3;Geobacillus thermoleovorans;1.1
3.1.1.3;Rhizomucor miehei;1.17
3.1.1.3;Rhizomucor miehei;1.53
3.1.1.3;Geobacillus thermoleovorans;1.82
3.1.1.3;Rhizomucor miehei;2.01
3.1.1.3;Bacillus sp. (in: Bacteria);2.2
3.1.1.3;Rhodotorula glutinis;2.7
3.1.1.3;Oryza sativa;2.766
3.1.1.3;Staphylococcus xylosus;4.7
3.1.1.3;Staphylococcus xylosus;5
3.1.1.3;Micrococcus sp.;5
3.1.1.3;Bacillus subtilis;5.05
3.1.1.3;Camelus dromedarius;5.5
3.1.1.3;Geobacillus thermoleovorans;6.24
3.1.1.3;Oryza sativa;6.71
3.1.1.3;Mycobacterium tuberculosis;7.57
3.1.1.3;Burkholderia cepacia;11
3.1.1.3;Camelus dromedarius;11
3.1.1.3;Geotrichum marinum;11.5
3.1.1.3;Staphylococcus xylosus;13.9
3.1.1.3;Aspergillus fumigatus;14
3.1.1.3;Burkholderia cepacia;16.6
3.1.1.3;Scorpio maurus;17
3.1.1.3;Staphylococcus xylosus;18.9
3.1.1.3;Staphylococcus xylosus;20.4
3.1.1.3;Staphylococcus xylosus;27.8
3.1.1.3;Staphylococcus xylosus;35.7
3.1.1.3;Penaeus vannamei;41.03
3.1.1.3;Pseudomonas aeruginosa;50
3.1.1.3;Staphylococcus xylosus;100
3.1.1.3;Sus scrofa;330
3.1.1.3;Sus scrofa;534
3.1.1.4;Rattus norvegicus;0.005
3.1.1.4;Rattus norvegicus;0.0073
3.1.1.4;Rattus norvegicus;0.0082
3.1.1.4;Rattus norvegicus;0.0116
3.1.1.4;Homo sapiens;0.0137
3.1.1.4;Homo sapiens;0.0142
3.1.1.4;Rattus norvegicus;0.0175
3.1.1.4;Rattus norvegicus;0.0186
3.1.1.4;Daboia russelii russelii;0.02
3.1.1.4;Oryctolagus cuniculus;0.027
3.1.1.4;Escherichia coli;0.067
3.1.1.4;Aeropyrum pernix;0.103
3.1.1.4;Arabidopsis thaliana;0.12
3.1.1.4;Escherichia coli;0.167
3.1.1.4;Sus scrofa;0.2
3.1.1.4;Echis carinatus;0.25
3.1.1.4;Daboia russelii;0.61
3.1.1.4;Daboia russelii;0.65
3.1.1.4;Arabidopsis thaliana;0.94
3.1.1.4;Trypanosoma congolense;1.85
3.1.1.4;Bothrocophias hyoprora;1.96
3.1.1.4;Trypanosoma congolense;2.12
3.1.1.4;Trypanosoma congolense;3.65
3.1.1.4;Arabidopsis thaliana;3.85
3.1.1.4;Arabidopsis thaliana;3.92
3.1.1.4;Trypanosoma congolense;4.6
3.1.1.4;Clonorchis sinensis;4.847
3.1.1.4;Crotalus oreganus lutosus;8.09
3.1.1.4;Crotalus oreganus lutosus;8.09
3.1.1.4;Arabidopsis thaliana;13.85
3.1.1.4;Dasyatis pastinaca;17
3.1.1.4;Trypanosoma congolense;56
3.1.1.4;Trypanosoma congolense;58
3.1.1.4;Trypanosoma congolense;86
3.1.1.4;Trypanosoma congolense;98
3.1.1.5;Homo sapiens;0.00349
3.1.1.5;Mus musculus;0.022
3.1.1.5;Homo sapiens;0.0273
3.1.1.5;Hordeum vulgare;0.03
3.1.1.5;Acanthamoeba castellanii;0.083
3.1.1.5;Acanthamoeba castellanii;0.26
3.1.1.5;Thermococcus kodakarensis;0.6071
3.1.1.5;Mycobacterium lepraemurium;0.75
3.1.1.5;Homo sapiens;1.1
3.1.1.5;Mycobacterium lepraemurium;1.6
3.1.1.5;Bacillus thermoamylovorans;7.7
3.1.1.6;Nocardia sp.;0.0067
3.1.1.6;Escherichia coli;0.015
3.1.1.6;Escherichia coli;0.018
3.1.1.6;Escherichia coli;0.047
3.1.1.6;Escherichia coli;0.052
3.1.1.6;Rhodotorula mucilaginosa;0.056
3.1.1.6;Marchantia polymorpha;0.06
3.1.1.6;Rhodococcus sp.;0.07
3.1.1.6;Kluyveromyces marxianus;0.07
3.1.1.6;Escherichia coli;0.073
3.1.1.6;Marchantia polymorpha;0.09
3.1.1.6;Marchantia polymorpha;0.11
3.1.1.6;Escherichia coli;0.13
3.1.1.6;Thermotoga maritima;0.137
3.1.1.6;Escherichia coli;0.14
3.1.1.6;Trypanosoma brucei;0.15
3.1.1.6;Escherichia coli;0.16
3.1.1.6;Escherichia coli;0.18
3.1.1.6;Thermotoga maritima;0.185
3.1.1.6;Escherichia coli;0.19
3.1.1.6;Trichoderma reesei;0.23
3.1.1.6;Pseudomonas putida;0.285
3.1.1.6;Marchantia polymorpha;0.3
3.1.1.6;Nocardia sp.;0.36
3.1.1.6;Streptomyces sp.;0.43
3.1.1.6;Rhodococcus sp.;0.5
3.1.1.6;Marchantia polymorpha;0.54
3.1.1.6;Marchantia polymorpha;0.72
3.1.1.6;Orpinomyces sp.;0.9
3.1.1.6;Marchantia polymorpha;0.97
3.1.1.6;Talaromyces cellulolyticus;1.1
3.1.1.6;Cellvibrio japonicus;1.24
3.1.1.6;Talaromyces cellulolyticus;1.4
3.1.1.6;Bacillus pumilus;1.54
3.1.1.6;Cellvibrio japonicus;1.55
3.1.1.6;Talaromyces cellulolyticus;1.8
3.1.1.6;Marchantia polymorpha;1.87
3.1.1.6;Marchantia polymorpha;2.01
3.1.1.6;Hungateiclostridium thermocellum;2.46
3.1.1.6;Marchantia polymorpha;2.54
3.1.1.6;Meyerozyma guilliermondii;2.63
3.1.1.6;Fibrobacter succinogenes;2.7
3.1.1.6;Aspergillus oryzae;3.28
3.1.1.6;Thermotoga maritima;3.6
3.1.1.6;Lichtheimia corymbifera;3.76
3.1.1.6;Thermotoga maritima;4
3.1.1.6;Thermotoga maritima;4.2
3.1.1.6;Cellvibrio japonicus;4.31
3.1.1.6;Cellvibrio japonicus;4.42
3.1.1.6;Talaromyces cellulolyticus;4.7
3.1.1.6;Talaromyces cellulolyticus;5.1
3.1.1.6;Aspergillus oryzae;6.78
3.1.1.6;Talaromyces cellulolyticus;7.1
3.1.1.6;Streptomyces sp.;7.8
3.1.1.6;Aspergillus oryzae;9.44
3.1.1.6;Lactobacillus plantarum;14
3.1.1.6;Aspergillus oryzae;16.4
3.1.1.6;Acinetobacter sp.;32.5
3.1.1.6;Aspergillus oryzae;44.6
3.1.1.6;Acinetobacter sp.;385
3.1.1.7;Cimex lectularius;0.0000569
3.1.1.7;Cyprinus carpio;0.000232
3.1.1.7;Oryctolagus cuniculus;0.0003437
3.1.1.7;Cyprinus carpio;0.00041
3.1.1.7;Cyprinus carpio;0.000526
3.1.1.7;Cyprinus carpio;0.00205
3.1.1.7;Mytilus galloprovincialis;0.00289
3.1.1.7;Cyprinus carpio;0.00605
3.1.1.7;Locusta migratoria manilensis;0.012
3.1.1.7;Gallotia galloti;0.0123
3.1.1.7;Lucilia cuprina;0.0139
3.1.1.7;Mytilus galloprovincialis;0.01404
3.1.1.7;Ctenocephalides felis;0.0158
3.1.1.7;Ctenocephalides felis;0.0158
3.1.1.7;Ctenocephalides felis;0.0158
3.1.1.7;Aphis citricidus;0.016
3.1.1.7;Aphis citricidus;0.016
3.1.1.7;Aphis citricidus;0.016
3.1.1.7;Macroptilium atropurpureum;0.02
3.1.1.7;Lucilia cuprina;0.0213
3.1.1.7;Mytilus galloprovincialis;0.02218
3.1.1.7;Pollicipes pollicipes;0.02297
3.1.1.7;Ctenocephalides felis;0.0243
3.1.1.7;Ctenocephalides felis;0.0243
3.1.1.7;Ctenocephalides felis;0.0243
3.1.1.7;Ctenocephalides felis;0.0244
3.1.1.7;Ctenocephalides felis;0.0244
3.1.1.7;Ctenocephalides felis;0.0244
3.1.1.7;Locusta migratoria manilensis;0.0248
3.1.1.7;Aphis citricidus;0.026
3.1.1.7;Aphis citricidus;0.026
3.1.1.7;Aphis citricidus;0.026
3.1.1.7;Locusta migratoria manilensis;0.026
3.1.1.7;Schizaphis graminum;0.031
3.1.1.7;Schizaphis graminum;0.0334
3.1.1.7;Lucilia cuprina;0.0355
3.1.1.7;Lytechinus variegatus;0.036
3.1.1.7;Mytilus galloprovincialis;0.03607
3.1.1.7;Ctenocephalides felis;0.0376
3.1.1.7;Ctenocephalides felis;0.0376
3.1.1.7;Ctenocephalides felis;0.0376
3.1.1.7;Lucilia cuprina;0.0381
3.1.1.7;Nephotettix cincticeps Uhler;0.0391
3.1.1.7;Mus musculus;0.04
3.1.1.7;Pardosa pseudoannulata;0.0429
3.1.1.7;Pardosa pseudoannulata;0.0429
3.1.1.7;Pardosa pseudoannulata;0.0429
3.1.1.7;Pardosa pseudoannulata;0.0429
3.1.1.7;Pardosa pseudoannulata;0.0429
3.1.1.7;Locusta migratoria manilensis;0.043
3.1.1.7;Locusta migratoria manilensis;0.044
3.1.1.7;Musca domestica;0.044
3.1.1.7;Nephotettix cincticeps Uhler;0.0461
3.1.1.7;Ctenocephalides felis;0.0484
3.1.1.7;Ctenocephalides felis;0.0484
3.1.1.7;Ctenocephalides felis;0.0484
3.1.1.7;Nephotettix cincticeps Uhler;0.0511
3.1.1.7;Bungarus fasciatus;0.052
3.1.1.7;Crassostrea hongkongensis;0.0531
3.1.1.7;Musca domestica;0.056
3.1.1.7;Aphis citricidus;0.056
3.1.1.7;Aphis citricidus;0.056
3.1.1.7;Aphis citricidus;0.056
3.1.1.7;Lucilia cuprina;0.0568
3.1.1.7;Schizaphis graminum;0.0576
3.1.1.7;Schizaphis graminum;0.061
3.1.1.7;Pardosa pseudoannulata;0.0616
3.1.1.7;Pardosa pseudoannulata;0.0616
3.1.1.7;Pardosa pseudoannulata;0.0616
3.1.1.7;Pardosa pseudoannulata;0.0616
3.1.1.7;Pardosa pseudoannulata;0.0616
3.1.1.7;Mus musculus;0.062
3.1.1.7;Aphis citricidus;0.062
3.1.1.7;Aphis citricidus;0.062
3.1.1.7;Aphis citricidus;0.062
3.1.1.7;Anopheles gambiae;0.0639
3.1.1.7;Stomoxys calcitrans;0.0639
3.1.1.7;Stomoxys calcitrans;0.0639
3.1.1.7;Aphis citricidus;0.065
3.1.1.7;Aphis citricidus;0.065
3.1.1.7;Aphis citricidus;0.065
3.1.1.7;Ctenocephalides felis;0.0684
3.1.1.7;Ctenocephalides felis;0.0684
3.1.1.7;Ctenocephalides felis;0.0684
3.1.1.7;Schizaphis graminum;0.0689
3.1.1.7;Lucilia cuprina;0.072
3.1.1.7;Musca domestica;0.075
3.1.1.7;Macroptilium atropurpureum;0.08
3.1.1.7;Musca domestica;0.084
3.1.1.7;Nephotettix cincticeps Uhler;0.0852
3.1.1.7;Nephotettix cincticeps Uhler;0.0881
3.1.1.7;Schizaphis graminum;0.0883
3.1.1.7;Apis mellifera;0.089
3.1.1.7;Nephotettix cincticeps Uhler;0.0918
3.1.1.7;Stomoxys calcitrans;0.0967
3.1.1.7;Stomoxys calcitrans;0.0967
3.1.1.7;Pollicipes pollicipes;0.09681
3.1.1.7;Gammarus pulex;0.1065
3.1.1.7;Cyprinus carpio;0.109
3.1.1.7;Pseudorasbora parva;0.11
3.1.1.7;Eledone moschata;0.11
3.1.1.7;Schizaphis graminum;0.1139
3.1.1.7;Oncorhynchus mykiss;0.114
3.1.1.7;Carassius auratus auratus;0.12
3.1.1.7;Musca domestica;0.129
3.1.1.7;Mus musculus;0.133
3.1.1.7;Bos taurus;0.14
3.1.1.7;Dendrobaena veneta;0.148
3.1.1.7;Homo sapiens;0.15
3.1.1.7;Musca domestica;0.15
3.1.1.7;Musca domestica;0.153
3.1.1.7;Sparus aurata;0.16
3.1.1.7;Apis mellifera;0.179
3.1.1.7;Schistosoma bovis;0.189
3.1.1.7;Diopatra neapolitana;0.1894
3.1.1.7;Schistosoma mansoni;0.196
3.1.1.7;Pardosa pseudoannulata;0.1986
3.1.1.7;Pardosa pseudoannulata;0.1986
3.1.1.7;Pardosa pseudoannulata;0.1986
3.1.1.7;Pardosa pseudoannulata;0.1986
3.1.1.7;Pardosa pseudoannulata;0.1986
3.1.1.7;Schistosoma haematobium;0.199
3.1.1.7;Schizaphis graminum;0.2011
3.1.1.7;Musca domestica;0.205
3.1.1.7;Aphis citricidus;0.206
3.1.1.7;Aphis citricidus;0.206
3.1.1.7;Aphis citricidus;0.206
3.1.1.7;Homo sapiens;0.21
3.1.1.7;Musca domestica;0.21
3.1.1.7;Perforatus perforatus;0.2206
3.1.1.7;Perforatus perforatus;0.2359
3.1.1.7;Sparus aurata;0.24
3.1.1.7;Musca domestica;0.267
3.1.1.7;Gammarus pulex;0.2677
3.1.1.7;Pardosa pseudoannulata;0.2694
3.1.1.7;Pardosa pseudoannulata;0.2694
3.1.1.7;Pardosa pseudoannulata;0.2694
3.1.1.7;Pardosa pseudoannulata;0.2694
3.1.1.7;Pardosa pseudoannulata;0.2694
3.1.1.7;Heterorhabditis bacteriophora;0.27
3.1.1.7;Pardosa pseudoannulata;0.2793
3.1.1.7;Pardosa pseudoannulata;0.2793
3.1.1.7;Pardosa pseudoannulata;0.2793
3.1.1.7;Pardosa pseudoannulata;0.2793
3.1.1.7;Pardosa pseudoannulata;0.2793
3.1.1.7;Lytechinus variegatus;0.308
3.1.1.7;Liposcelis entomophila;0.37
3.1.1.7;Schistosoma mansoni;0.374
3.1.1.7;Schistosoma bovis;0.395
3.1.1.7;Eledone moschata;0.398
3.1.1.7;Schistosoma haematobium;0.399
3.1.1.7;Arapaima gigas;0.42
3.1.1.7;Heterorhabditis bacteriophora;0.42
3.1.1.7;Colossoma macropomum;0.43
3.1.1.7;Rachycentron canadum;0.43
3.1.1.7;Colossoma macropomum;0.434
3.1.1.7;Liposcelis entomophila;0.48
3.1.1.7;Pardosa pseudoannulata;0.5036
3.1.1.7;Pardosa pseudoannulata;0.5036
3.1.1.7;Pardosa pseudoannulata;0.5036
3.1.1.7;Pardosa pseudoannulata;0.5036
3.1.1.7;Pardosa pseudoannulata;0.5036
3.1.1.7;Pardosa pseudoannulata;0.5368
3.1.1.7;Pardosa pseudoannulata;0.5368
3.1.1.7;Pardosa pseudoannulata;0.5368
3.1.1.7;Pardosa pseudoannulata;0.5368
3.1.1.7;Pardosa pseudoannulata;0.5368
3.1.1.7;Parachromis managuensis;0.59
3.1.1.7;Heterorhabditis bacteriophora;0.59
3.1.1.7;Colossoma macropomum;0.63
3.1.1.7;Liposcelis entomophila;0.65
3.1.1.7;Rhopalosiphum padi;0.67
3.1.1.7;Eledone moschata;0.72
3.1.1.7;Cichla ocellaris;0.769
3.1.1.7;Rhopalosiphum padi;0.85
3.1.1.7;Pardosa pseudoannulata;0.8588
3.1.1.7;Pardosa pseudoannulata;0.8588
3.1.1.7;Pardosa pseudoannulata;0.8588
3.1.1.7;Pardosa pseudoannulata;0.8588
3.1.1.7;Pardosa pseudoannulata;0.8588
3.1.1.7;Dendrobaena veneta;0.887
3.1.1.7;Heterorhabditis bacteriophora;0.9
3.1.1.7;Sitobion avenae;0.93
3.1.1.7;Arapaima gigas;1.02
3.1.1.7;Apis mellifera;1.14
3.1.1.7;Pardosa pseudoannulata;1.1486
3.1.1.7;Pardosa pseudoannulata;1.1486
3.1.1.7;Pardosa pseudoannulata;1.1486
3.1.1.7;Pardosa pseudoannulata;1.1486
3.1.1.7;Pardosa pseudoannulata;1.1486
3.1.1.7;Heterorhabditis bacteriophora;1.2
3.1.1.7;Heterorhabditis bacteriophora;1.3
3.1.1.7;Pardosa pseudoannulata;1.304
3.1.1.7;Pardosa pseudoannulata;1.304
3.1.1.7;Pardosa pseudoannulata;1.304
3.1.1.7;Pardosa pseudoannulata;1.304
3.1.1.7;Pardosa pseudoannulata;1.304
3.1.1.7;Perforatus perforatus;1.418
3.1.1.7;Hoplosternum littorale;1.47
3.1.1.7;Pardosa pseudoannulata;1.529
3.1.1.7;Pardosa pseudoannulata;1.529
3.1.1.7;Pardosa pseudoannulata;1.529
3.1.1.7;Pardosa pseudoannulata;1.529
3.1.1.7;Pardosa pseudoannulata;1.529
3.1.1.7;Pardosa pseudoannulata;1.548
3.1.1.7;Pardosa pseudoannulata;1.548
3.1.1.7;Pardosa pseudoannulata;1.548
3.1.1.7;Pardosa pseudoannulata;1.548
3.1.1.7;Pardosa pseudoannulata;1.548
3.1.1.7;Colossoma macropomum;1.61
3.1.1.7;Sitobion avenae;1.69
3.1.1.7;Musca domestica;1.8
3.1.1.7;Heterorhabditis bacteriophora;1.8
3.1.1.7;Heterorhabditis bacteriophora;1.8
3.1.1.7;Macroptilium atropurpureum;1.9
3.1.1.7;Macroptilium atropurpureum;2
3.1.1.7;Rhopalosiphum padi;2.18
3.1.1.7;Apis mellifera;2.23
3.1.1.7;Sitobion avenae;2.23
3.1.1.7;Rachycentron canadum;2.24
3.1.1.7;Sitobion avenae;2.28
3.1.1.7;Gambusia yucatana;2.38
3.1.1.7;Rhopalosiphum padi;2.45
3.1.1.7;Rattus norvegicus;2.65
3.1.1.7;Heterorhabditis bacteriophora;2.8
3.1.1.7;Zea mays;3.1
3.1.1.7;Pollicipes pollicipes;3.717
3.1.1.7;Rachycentron canadum;4.23
3.1.1.7;Rattus norvegicus;4.32
3.1.1.7;Pardosa pseudoannulata;4.414
3.1.1.7;Pardosa pseudoannulata;4.414
3.1.1.7;Pardosa pseudoannulata;4.414
3.1.1.7;Pardosa pseudoannulata;4.414
3.1.1.7;Pardosa pseudoannulata;4.414
3.1.1.7;Pardosa pseudoannulata;4.496
3.1.1.7;Pardosa pseudoannulata;4.496
3.1.1.7;Pardosa pseudoannulata;4.496
3.1.1.7;Pardosa pseudoannulata;4.496
3.1.1.7;Pardosa pseudoannulata;4.496
3.1.1.7;Pardosa pseudoannulata;4.542
3.1.1.7;Pardosa pseudoannulata;4.542
3.1.1.7;Pardosa pseudoannulata;4.542
3.1.1.7;Pardosa pseudoannulata;4.542
3.1.1.7;Pardosa pseudoannulata;4.542
3.1.1.7;Zea mays;4.7
3.1.1.7;Arapaima gigas;5.14
3.1.1.7;Gambusia yucatana;5.47
3.1.1.7;Rattus norvegicus;5.8
3.1.1.7;Perforatus perforatus;27.912
3.1.1.7;Bungarus fasciatus;34
3.1.1.8;Equus caballus;0.000106
3.1.1.8;Salmo salar;0.0041
3.1.1.8;Oncorhynchus nerka;0.0052
3.1.1.8;Homo sapiens;0.0118
3.1.1.8;Homo sapiens;0.0169
3.1.1.8;Salmo salar;0.019
3.1.1.8;Homo sapiens;0.0273
3.1.1.8;Homo sapiens;0.0316
3.1.1.8;Homo sapiens;0.0357
3.1.1.8;Oncorhynchus keta;0.053
3.1.1.8;Pseudopleuronectes yokohamae;0.0689
3.1.1.8;Vigna radiata var. radiata;0.072
3.1.1.8;Trichinella spiralis;0.08
3.1.1.8;Vigna radiata var. radiata;0.084
3.1.1.8;Oncorhynchus gorbuscha;0.1
3.1.1.8;Oryza sativa;0.112
3.1.1.8;Diopatra neapolitana;0.1237
3.1.1.8;Pseudomonas aeruginosa;0.13
3.1.1.8;Potamopyrgus antipodarum;0.13
3.1.1.8;Trichinella spiralis;0.14
3.1.1.8;Sparus aurata;0.16
3.1.1.8;Sparus aurata;0.163
3.1.1.8;Oncorhynchus keta;0.18
3.1.1.8;Oncorhynchus keta;0.19
3.1.1.8;Oncorhynchus nerka;0.19
3.1.1.8;Oncorhynchus gorbuscha;0.2
3.1.1.8;Sus scrofa;0.23
3.1.1.8;Sus scrofa;0.25
3.1.1.8;Pseudomonas aeruginosa;0.26
3.1.1.8;Potamopyrgus antipodarum;0.32
3.1.1.8;Sus scrofa;0.37
3.1.1.8;Oncorhynchus kisutch;0.39
3.1.1.8;Oncorhynchus nerka;0.47
3.1.1.8;Gambusia yucatana;0.55
3.1.1.8;Oncorhynchus gorbuscha;0.58
3.1.1.8;Diopatra neapolitana;0.6254
3.1.1.8;Pseudomonas aeruginosa;0.7
3.1.1.8;Gallotia galloti;1
3.1.1.8;Oncorhynchus kisutch;1.2
3.1.1.8;Gambusia yucatana;1.24
3.1.1.8;Valvata piscinalis;1.31
3.1.1.8;Oncorhynchus kisutch;1.4
3.1.1.8;Salmo salar;1.5
3.1.1.8;Valvata piscinalis;3.19
3.1.1.10;Oryctolagus cuniculus;0.012
3.1.1.10;Oryctolagus cuniculus;0.05
3.1.1.10;Oryctolagus cuniculus;1.9
3.1.1.10;Oryctolagus cuniculus;16
3.1.1.11;Linum usitatissimum;0.016
3.1.1.11;Linum usitatissimum;0.016
3.1.1.11;Linum usitatissimum;0.016
3.1.1.11;Linum usitatissimum;0.031
3.1.1.11;Linum usitatissimum;0.031
3.1.1.11;Linum usitatissimum;0.031
3.1.1.11;Dickeya chrysanthemi;0.06
3.1.1.11;Malpighia glabra;0.08
3.1.1.11;Dickeya chrysanthemi;0.13
3.1.1.11;Linum usitatissimum;0.21
3.1.1.11;Linum usitatissimum;0.21
3.1.1.11;Linum usitatissimum;0.21
3.1.1.11;Dickeya chrysanthemi;0.22
3.1.1.11;Carica papaya;0.22
3.1.1.B11;Trichoderma reesei;0.5
3.1.1.11;Prunus armeniaca;0.51
3.1.1.11;Dickeya chrysanthemi;0.53
3.1.1.11;Dickeya chrysanthemi;0.77
3.1.1.11;Malpighia glabra;0.94
3.1.1.B11;Podospora anserina;0.94
3.1.1.B11;Podospora anserina;1.34
3.1.1.11;Prunus armeniaca;1.69
3.1.1.11;Prunus armeniaca;1.69
3.1.1.11;Dickeya chrysanthemi;2.2
3.1.1.B11;Podospora anserina;2.66
3.1.1.B11;Wolfiporia cocos;2.9
3.1.1.B11;Wolfiporia cocos;2.9
3.1.1.11;Hungateiclostridium thermocellum;3.1
3.1.1.11;Aspergillus niger;3.27
3.1.1.11;Aspergillus niger;3.27
3.1.1.11;Hungateiclostridium thermocellum;3.8
3.1.1.11;Hungateiclostridium thermocellum;4.2
3.1.1.11;Hungateiclostridium thermocellum;4.7
3.1.1.11;Hungateiclostridium thermocellum;8.9
3.1.1.B11;Aspergillus fumigatus;15.8
3.1.1.B11;Aspergillus fumigatus;15.8
3.1.1.B11;Aspergillus fumigatus;16.4
3.1.1.B11;Aspergillus fumigatus;16.4
3.1.1.B11;Aspergillus fumigatus;23.7
3.1.1.B11;Aspergillus fumigatus;23.7
3.1.1.B11;Pleurotus eryngii;23.9
3.1.1.B11;Aspergillus fumigatus;38
3.1.1.B11;Aspergillus fumigatus;38
3.1.1.B11;Gelatoporia subvermispora;55.8
3.1.1.13;Candida cylindracea;0.061
3.1.1.13;Candida cylindracea;0.07
3.1.1.13;Streptomyces sp.;0.09
3.1.1.13;Streptomyces griseus;0.18
3.1.1.13;Candida cylindracea;0.206
3.1.1.13;Streptomyces avermitilis;0.21
3.1.1.13;Candida cylindracea;0.219
3.1.1.13;Ophiostoma piceae;0.27
3.1.1.13;Ophiostoma piceae;0.33
3.1.1.13;Streptomyces sp.;0.34
3.1.1.13;Streptomyces griseus;0.35
3.1.1.13;Streptomyces avermitilis;0.49
3.1.1.13;Streptomyces avermitilis;0.53
3.1.1.13;Acinetobacter sp.;0.536
3.1.1.13;Streptomyces griseus;0.63
3.1.1.13;Streptomyces griseus;0.77
3.1.1.13;Streptomyces avermitilis;0.8
3.1.1.13;Streptomyces griseus;0.85
3.1.1.13;Ophiostoma piceae;0.87
3.1.1.13;Ophiostoma piceae;0.98
3.1.1.13;Ophiostoma piceae;0.99
3.1.1.13;Streptomyces avermitilis;1
3.1.1.13;Ophiostoma piceae;1
3.1.1.13;Ophiostoma piceae;1.1
3.1.1.13;Streptomyces sp.;1.1
3.1.1.13;Streptomyces griseus;1.67
3.1.1.13;Streptomyces sp.;2.1
3.1.1.13;Streptomyces avermitilis;2.86
3.1.1.13;Ophiostoma piceae;3
3.1.1.13;Streptomyces sp.;4.3
3.1.1.13;Streptomyces sp.;6.8
3.1.1.13;Streptomyces sp.;7
3.1.1.13;Streptomyces sp.;7
3.1.1.13;Ophiostoma piceae;9.9
3.1.1.14;Capsicum annuum;0.0027
3.1.1.14;Prunus padus;0.0028
3.1.1.14;Prunus padus;0.003
3.1.1.14;Prunus padus;0.0031
3.1.1.14;Prunus cerasus;0.0034
3.1.1.14;Prunus domestica;0.0035
3.1.1.14;Prunus padus;0.0035
3.1.1.14;Prunus cerasus;0.0037
3.1.1.14;Prunus cerasus;0.0038
3.1.1.14;Prunus domestica;0.0039
3.1.1.14;Capsicum annuum;0.004
3.1.1.14;Prunus cerasus;0.0042
3.1.1.14;Prunus domestica;0.0048
3.1.1.14;Ginkgo biloba;0.0055
3.1.1.14;Prunus domestica;0.0061
3.1.1.14;Capsicum annuum;0.0064
3.1.1.14;Capsicum annuum;0.011
3.1.1.14;Ginkgo biloba;0.011
3.1.1.14;Ginkgo biloba;0.0113
3.1.1.14;Phaeodactylum tricornutum;0.0123
3.1.1.14;Ginkgo biloba;0.0123
3.1.1.14;Phaeodactylum tricornutum;0.0186
3.1.1.14;Phaeodactylum tricornutum;0.0189
3.1.1.14;Phaeodactylum tricornutum;0.0225
3.1.1.14;Phaeodactylum tricornutum;0.0245
3.1.1.14;Phaeodactylum tricornutum;0.0246
3.1.1.14;Ginkgo biloba;0.0334
3.1.1.14;Cyanothece sp. ATCC 51142;0.0495
3.1.1.14;Chlamydomonas reinhardtii;0.0566
3.1.1.14;Chlamydomonas reinhardtii;0.0566
3.1.1.14;Brassica oleracea;0.0764
3.1.1.14;Brassica oleracea;0.0764
3.1.1.14;Brassica oleracea;0.0764
3.1.1.14;Brassica oleracea;0.0764
3.1.1.14;Chlamydomonas reinhardtii;0.0999
3.1.1.14;Chlamydomonas reinhardtii;0.0999
3.1.1.14;Brassica oleracea;0.143
3.1.1.14;Brassica oleracea;0.143
3.1.1.14;Brassica oleracea;0.143
3.1.1.14;Brassica oleracea;0.143
3.1.1.14;Cyanothece sp. ATCC 51142;0.157
3.1.1.14;Triticum aestivum;0.2
3.1.1.14;Cyanothece sp. ATCC 51142;0.2795
3.1.1.14;Brassica oleracea;0.308
3.1.1.14;Brassica oleracea;0.308
3.1.1.14;Brassica oleracea;0.308
3.1.1.14;Brassica oleracea;0.308
3.1.1.14;Brassica oleracea;0.311
3.1.1.14;Brassica oleracea;0.311
3.1.1.14;Brassica oleracea;0.311
3.1.1.14;Brassica oleracea;0.311
3.1.1.14;Chlamydomonas reinhardtii;0.4603
3.1.1.14;Chlamydomonas reinhardtii;0.4603
3.1.1.14;Brassica oleracea;0.466
3.1.1.14;Brassica oleracea;0.466
3.1.1.14;Brassica oleracea;0.466
3.1.1.14;Brassica oleracea;0.466
3.1.1.14;Triticum aestivum;0.52
3.1.1.14;Brassica oleracea;0.652
3.1.1.14;Brassica oleracea;0.652
3.1.1.14;Brassica oleracea;0.652
3.1.1.14;Brassica oleracea;0.652
3.1.1.14;Triticum aestivum;69
3.1.1.14;Triticum aestivum;570
3.1.1.17;Xanthomonas campestris;0.0162
3.1.1.17;Euglena gracilis;1.55
3.1.1.17;Euglena gracilis;1.55
3.1.1.17;Euglena gracilis;1.67
