Class;Organism ;KM Value
3.1.3.28;Oryctolagus cuniculus;27
3.1.3.29;Homo sapiens;0.09
3.1.3.29;Rattus norvegicus;1.4
3.1.3.29;Homo sapiens;2.7
3.1.3.29;Homo sapiens;5.9
3.1.3.29;Homo sapiens;19.2
3.1.3.31;Escherichia coli;0.008
3.1.3.31;Elizabethkingia meningoseptica;0.011
3.1.3.31;Elizabethkingia meningoseptica;0.011
3.1.3.31;Escherichia coli;0.012
3.1.3.31;Elizabethkingia meningoseptica;0.013
3.1.3.31;Elizabethkingia meningoseptica;0.013
3.1.3.31;Elizabethkingia meningoseptica;0.013
3.1.3.31;Elizabethkingia meningoseptica;0.013
3.1.3.31;Elizabethkingia meningoseptica;0.016
3.1.3.31;Elizabethkingia meningoseptica;0.016
3.1.3.31;Elizabethkingia meningoseptica;0.016
3.1.3.31;Elizabethkingia meningoseptica;0.016
3.1.3.31;Escherichia coli;0.017
3.1.3.31;Escherichia coli;0.02
3.1.3.31;Escherichia coli;0.02
3.1.3.31;Mus musculus;0.021
3.1.3.31;Mus musculus;0.023
3.1.3.31;uncultured marine bacterium;0.03
3.1.3.31;uncultured marine bacterium;0.03
3.1.3.31;uncultured marine bacterium;0.032
3.1.3.31;uncultured marine bacterium;0.035
3.1.3.31;Escherichia coli;0.036
3.1.3.31;uncultured marine bacterium;0.041
3.1.3.31;uncultured marine bacterium;0.044
3.1.3.31;uncultured marine bacterium;0.044
3.1.3.31;Escherichia coli;0.047
3.1.3.31;uncultured marine bacterium;0.05
3.1.3.31;uncultured marine bacterium;0.05
3.1.3.31;uncultured marine bacterium;0.051
3.1.3.31;uncultured marine bacterium;0.052
3.1.3.31;uncultured marine bacterium;0.053
3.1.3.31;uncultured marine bacterium;0.057
3.1.3.31;uncultured marine bacterium;0.058
3.1.3.31;uncultured marine bacterium;0.059
3.1.3.31;uncultured marine bacterium;0.066
3.1.3.31;uncultured marine bacterium;0.067
3.1.3.31;uncultured marine bacterium;0.076
3.1.3.31;uncultured marine bacterium;0.079
3.1.3.31;uncultured marine bacterium;0.084
3.1.3.31;uncultured marine bacterium;0.085
3.1.3.31;uncultured marine bacterium;0.089
3.1.3.31;uncultured marine bacterium;0.093
3.1.3.31;Escherichia coli;0.1
3.1.3.31;Elizabethkingia meningoseptica;0.164
3.1.3.31;Elizabethkingia meningoseptica;0.164
3.1.3.31;Helix aspersa;0.173
3.1.3.31;Elizabethkingia meningoseptica;0.18
3.1.3.31;Elizabethkingia meningoseptica;0.18
3.1.3.31;Escherichia coli;0.26
3.1.3.31;Escherichia coli;0.28
3.1.3.31;Escherichia coli;0.32
3.1.3.31;Elizabethkingia meningoseptica;0.335
3.1.3.31;Elizabethkingia meningoseptica;0.335
3.1.3.31;Escherichia coli;0.37
3.1.3.31;Haloferax volcanii;0.44
3.1.3.31;Helix aspersa;0.465
3.1.3.31;Escherichia coli;0.51
3.1.3.31;Elizabethkingia meningoseptica;0.53
3.1.3.31;Elizabethkingia meningoseptica;0.53
3.1.3.31;Elizabethkingia meningoseptica;0.534
3.1.3.31;Elizabethkingia meningoseptica;0.534
3.1.3.31;Helix aspersa;0.589
3.1.3.31;Escherichia coli;0.66
3.1.3.31;Legionella pneumophila subsp. pneumophila;0.7
3.1.3.31;Helix aspersa;0.726
3.1.3.31;Escherichia coli;0.77
3.1.3.31;Escherichia coli;2.09
3.1.3.31;Escherichia coli;2.49
3.1.3.31;Escherichia coli;17.8
3.1.3.32;Rhodothermus phage RM378;0.006
3.1.3.32;Rhodothermus phage RM378;0.7
3.1.3.34;Rattus norvegicus;5.7
3.1.3.35;Bacillus subtilis;0.7
3.1.3.35;Bacillus subtilis;1
3.1.3.35;Bacillus subtilis;6
3.1.3.36;Trypanosoma brucei;0.0316
3.1.3.36;Schizosaccharomyces pombe;0.056
3.1.3.36;Trypanosoma brucei;0.0738
3.1.3.36;Trypanosoma brucei;0.088
3.1.3.36;Cavia porcellus;0.143
3.1.3.36;Crithidia fasciculata;0.24
3.1.3.36;Rhodnius prolixus;0.421
3.1.3.37;Synechocystis sp.;0.24
3.1.3.37;Cyberlindnera jadinii;1
3.1.3.41;Enterobacter asburiae;0.06
3.1.3.41;Enterobacter asburiae;0.084
3.1.3.41;Enterobacter asburiae;0.11
3.1.3.41;Macrobrachium olfersii;1.31
3.1.3.41;Macrobrachium olfersii;1.33
3.1.3.41;Macrobrachium olfersii;1.72
3.1.3.41;Macrobrachium olfersii;2.09
3.1.3.41;Macrobrachium olfersii;11.4
3.1.3.45;Bacteroides thetaiotaomicron;0.0001
3.1.3.45;Bacteroides thetaiotaomicron;0.0009
3.1.3.45;Haemophilus influenzae;0.16
3.1.3.45;Haemophilus influenzae;0.16
3.1.3.45;Haemophilus influenzae;1.6
3.1.3.45;Haemophilus influenzae;1.6
3.1.3.46;Arabidopsis thaliana;0.000028
3.1.3.46;Gallus gallus;0.00013
3.1.3.46;Pelophylax esculentus;0.0004
3.1.3.46;Zea mays;0.25
3.1.3.46;Vigna radiata var. radiata;0.36
3.1.3.46;Vigna radiata var. radiata;0.38
3.1.3.46;Vigna radiata var. radiata;1.4
3.1.3.48;Trypanosoma brucei;0.0000025
3.1.3.48;Homo sapiens;0.00011
3.1.3.48;Homo sapiens;0.00014
3.1.3.48;Homo sapiens;0.00025
3.1.3.48;Homo sapiens;0.00026
3.1.3.48;Homo sapiens;0.00028
3.1.3.48;Synechocystis sp.;0.00044
3.1.3.48;Synechocystis sp.;0.00045
3.1.3.48;Homo sapiens;0.00045
3.1.3.48;Trypanosoma cruzi;0.0008
3.1.3.48;Synechocystis sp.;0.0017
3.1.3.48;Homo sapiens;0.0029
3.1.3.48;Streptomyces coelicolor;0.00485
3.1.3.48;Synechocystis sp.;0.0063
3.1.3.48;Leishmania major;0.00932
3.1.3.48;Homo sapiens;0.0111
3.1.3.48;Homo sapiens;0.0111
3.1.3.48;Homo sapiens;0.0111
3.1.3.48;Homo sapiens;0.0173
3.1.3.48;Homo sapiens;0.0173
3.1.3.48;Homo sapiens;0.0173
3.1.3.48;Homo sapiens;0.02
3.1.3.48;Synechocystis sp.;0.022
3.1.3.48;Homo sapiens;0.0228
3.1.3.48;Thermococcus kodakarensis;0.023
3.1.3.48;Homo sapiens;0.0246
3.1.3.48;Thermococcus kodakarensis;0.0274
3.1.3.48;Homo sapiens;0.0424
3.1.3.48;Homo sapiens;0.0448
3.1.3.48;Homo sapiens;0.0448
3.1.3.48;Homo sapiens;0.0448
3.1.3.48;Bacillus subtilis;0.054
3.1.3.48;Homo sapiens;0.059
3.1.3.48;Thermococcus kodakarensis;0.0658
3.1.3.48;Thermococcus kodakarensis;0.0666
3.1.3.48;Thermococcus kodakarensis;0.0682
3.1.3.48;Homo sapiens;0.0795
3.1.3.48;Homo sapiens;0.0795
3.1.3.48;Homo sapiens;0.0795
3.1.3.48;Thermococcus kodakarensis;0.106
3.1.3.48;Yersinia sp.;0.115
3.1.3.48;Rattus norvegicus;0.118
3.1.3.48;Thermococcus kodakarensis;0.135
3.1.3.48;Thermococcus kodakarensis;0.15
3.1.3.48;Homo sapiens;0.156
3.1.3.48;Plasmodium falciparum;0.16
3.1.3.48;Homo sapiens;0.219
3.1.3.48;Thermococcus kodakarensis;0.223
3.1.3.48;Thermococcus kodakarensis;0.251
3.1.3.48;Thermococcus kodakarensis;0.252
3.1.3.48;Thermococcus kodakarensis;0.258
3.1.3.48;Thermococcus kodakarensis;0.276
3.1.3.48;Shewanella sp.;0.28
3.1.3.48;Thermococcus kodakarensis;0.301
3.1.3.48;Thermococcus kodakarensis;0.307
3.1.3.48;Bacillus subtilis;0.345
3.1.3.48;Thermococcus kodakarensis;0.363
3.1.3.48;Homo sapiens;0.38
3.1.3.48;Rattus norvegicus;0.42
3.1.3.48;Shewanella sp.;0.45
3.1.3.48;Shewanella sp.;0.46
3.1.3.48;Thermococcus kodakarensis;0.466
3.1.3.48;Shewanella sp.;0.48
3.1.3.48;Shewanella sp.;0.51
3.1.3.48;Sulfolobus acidocaldarius;0.53
3.1.3.48;Sulfolobus acidocaldarius;0.53
3.1.3.48;Sulfolobus acidocaldarius;0.53
3.1.3.48;Sulfolobus acidocaldarius;0.53
3.1.3.48;Shewanella sp.;0.55
3.1.3.48;Thermococcus kodakarensis;0.56
3.1.3.48;Bdellovibrio bacteriovorus;0.574
3.1.3.48;Bdellovibrio bacteriovorus;0.574
3.1.3.48;Shewanella sp.;0.59
3.1.3.48;Shewanella sp.;0.6
3.1.3.48;Shewanella sp.;0.6
3.1.3.48;Thermococcus kodakarensis;0.611
3.1.3.48;Shewanella sp.;0.62
3.1.3.48;Shewanella sp.;0.66
3.1.3.48;Shewanella sp.;0.71
3.1.3.48;Thermococcus kodakarensis;0.719
3.1.3.48;Shewanella sp.;0.8
3.1.3.48;Shewanella sp.;0.83
3.1.3.48;Thermococcus kodakarensis;0.862
3.1.3.48;Homo sapiens;1.1
3.1.3.48;Homo sapiens;1.1
3.1.3.48;Shewanella sp.;1.18
3.1.3.48;Staphylococcus aureus;1.2
3.1.3.48;Homo sapiens;1.4
3.1.3.48;Staphylococcus aureus;1.5
3.1.3.48;Homo sapiens;1.84
3.1.3.48;Shewanella sp.;2.4
3.1.3.48;Streptomyces coelicolor;2.7
3.1.3.48;Homo sapiens;2.8
3.1.3.48;Homo sapiens;2.9
3.1.3.48;Trypanosoma brucei;3
3.1.3.48;Shewanella sp.;4.01
3.1.3.48;Homo sapiens;4.04
3.1.3.48;Trypanosoma cruzi;4.5
3.1.3.48;Homo sapiens;4.6
3.1.3.48;Acinetobacter johnsonii;5
3.1.3.48;Shewanella sp.;5.03
3.1.3.48;Homo sapiens;5.2
3.1.3.48;Shewanella sp.;6
3.1.3.48;Thermus thermophilus;6.01
3.1.3.48;Shewanella sp.;6.3
3.1.3.48;Streptococcus pneumoniae serotype 2;8
3.1.3.48;Homo sapiens;11.1
3.1.3.48;Synechocystis sp.;12.7
3.1.3.48;Homo sapiens;15
3.1.3.48;Homo sapiens;19
3.1.3.48;Acinetobacter johnsonii;30
3.1.3.48;Thermus thermophilus;37.88
3.1.3.48;Homo sapiens;97.5
3.1.3.50;Malus domestica;0.85
3.1.3.50;Escherichia coli;1.8
3.1.3.50;Escherichia coli;3.9
3.1.3.51;Sus scrofa;0.045
3.1.3.51;Sus scrofa;0.12
3.1.3.51;Sus scrofa;0.13
3.1.3.51;Homo sapiens;0.2
3.1.3.53;Meleagris gallopavo;0.0015
3.1.3.53;Meleagris gallopavo;0.0059
3.1.3.53;Meleagris gallopavo;0.01
3.1.3.53;Physarum polycephalum;0.01
3.1.3.53;Meleagris gallopavo;0.05
3.1.3.54;Saccharomyces cerevisiae;0.006
3.1.3.55;Meleagris gallopavo;0.0019
3.1.3.55;Meleagris gallopavo;0.0022
3.1.3.55;Meleagris gallopavo;0.0032
3.1.3.55;Meleagris gallopavo;0.0143
3.1.3.56;Canis lupus familiaris;0.003
3.1.3.56;Oryctolagus cuniculus;0.016
3.1.3.56;Oryctolagus cuniculus;0.024
3.1.3.56;Canis lupus familiaris;0.028
3.1.3.57;Rattus norvegicus;0.0009
3.1.3.57;Bos taurus;0.004
3.1.3.57;Rattus norvegicus;0.02
3.1.3.57;Rattus norvegicus;0.2
3.1.3.57;Rattus norvegicus;0.2
3.1.3.58;Thermotoga maritima;0.1526
3.1.3.58;Thermotoga maritima;0.2
3.1.3.59;Tetrahymena pyriformis;0.032
3.1.3.60;Brassica nigra;0.05
3.1.3.60;Brassica rapa subsp. oleifera;0.08
3.1.3.60;Brassica nigra;0.24
3.1.3.60;Allium cepa;0.44
3.1.3.60;Brassica nigra;0.5
3.1.3.60;Brassica nigra;0.5
3.1.3.60;Brassica nigra;0.57
3.1.3.60;Brassica nigra;0.59
3.1.3.60;Brassica nigra;0.74
3.1.3.60;Brassica nigra;0.82
3.1.3.60;Brassica nigra;1.21
3.1.3.60;Allium cepa;1.36
3.1.3.60;Allium cepa;1.47
3.1.3.60;Allium cepa;1.51
3.1.3.60;Allium cepa;1.6
3.1.3.60;Brassica nigra;2.01
3.1.3.60;Allium cepa;2.69
3.1.3.62;Homo sapiens;0.0016
3.1.3.62;Gallus gallus;0.06
3.1.3.62;Gallus gallus;0.092
3.1.3.62;Gallus gallus;0.14
3.1.3.62;Triticum aestivum;0.246
3.1.3.62;Triticum aestivum;0.246
3.1.3.62;Triticum aestivum;0.246
3.1.3.62;Triticum aestivum;0.246
3.1.3.62;Triticum aestivum;0.246
3.1.3.62;Hordeum vulgare;0.334
3.1.3.62;Hordeum vulgare;0.334
3.1.3.62;Hordeum vulgare;0.334
3.1.3.62;Hordeum vulgare;0.334
3.1.3.62;Gallus gallus;1.74
3.1.3.63;Nicotiana tabacum;0.033
3.1.3.63;Nicotiana tabacum;0.15
3.1.3.63;Nicotiana tabacum;0.2
3.1.3.63;Phaseolus vulgaris;0.43
3.1.3.64;Rattus norvegicus;0.0008
3.1.3.64;Rattus norvegicus;0.0037
3.1.3.66;Homo sapiens;0.028
3.1.3.66;Rattus norvegicus;0.034
3.1.3.66;Rattus norvegicus;0.039
3.1.3.66;Homo sapiens;0.046
3.1.3.67;Ciona intestinalis;0.02
3.1.3.68;Saccharomyces cerevisiae;15
3.1.3.70;Pyrococcus horikoshii;0.134
3.1.3.70;Thermus thermophilus;0.52
3.1.3.71;Methanocaldococcus jannaschii;0.009
3.1.3.71;Methanocaldococcus jannaschii;0.011
3.1.3.71;Methanocaldococcus jannaschii;0.034
3.1.3.71;Methanocaldococcus jannaschii;0.063
3.1.3.71;Methanocaldococcus jannaschii;0.148
3.1.3.72;Shigella sp. CD2;0.18
3.1.3.72;Shigella sp. CD2;0.22
3.1.3.72;Sporolactobacillus laevolacticus;0.526
3.1.3.73;Mycobacterium tuberculosis;1.07
3.1.3.73;Mycobacterium tuberculosis;1.07
3.1.3.73;Mycobacterium tuberculosis;5.5
3.1.3.73;Mycobacterium tuberculosis;5.5
3.1.3.73;Mycobacterium tuberculosis;13.6
3.1.3.73;Mycobacterium tuberculosis;13.6
3.1.3.74;Paenibacillus thiaminolyticus;0.33
3.1.3.74;Paenibacillus thiaminolyticus;0.33
3.1.3.74;Sinorhizobium meliloti;0.385
3.1.3.74;Sinorhizobium meliloti;0.385
3.1.3.75;Pseudomonas aeruginosa;0.03
3.1.3.75;Pseudomonas aeruginosa;0.05
3.1.3.75;Arabidopsis thaliana;0.44
3.1.3.75;Arabidopsis thaliana;0.44
3.1.3.75;Pseudomonas aeruginosa;0.5
3.1.3.75;Arabidopsis thaliana;1.16
3.1.3.75;Arabidopsis thaliana;1.16
3.1.3.75;Pseudomonas aeruginosa;2
3.1.3.75;Pseudomonas aeruginosa;2.1
3.1.3.75;Pseudomonas aeruginosa;3.5
3.1.3.75;Pseudomonas aeruginosa;3.6
3.1.3.76;Homo sapiens;0.02
3.1.3.76;Rattus norvegicus;0.24
3.1.3.76;Rattus norvegicus;0.37
3.1.3.76;Homo sapiens;1.1
3.1.3.76;Homo sapiens;1.2
3.1.3.76;Homo sapiens;1.3
3.1.3.76;Homo sapiens;2.5
3.1.3.77;Klebsiella pneumoniae;0.0071
3.1.3.77;Klebsiella pneumoniae;0.077
3.1.3.80;Homo sapiens;0.61
3.1.3.81;Homo sapiens;0.041
3.1.3.81;Homo sapiens;0.041
3.1.3.81;Homo sapiens;0.104
3.1.3.81;Homo sapiens;0.104
3.1.3.82;Mesorhizobium loti;0.013
3.1.3.82;Mesorhizobium loti;0.58
3.1.3.83;Bacteroides thetaiotaomicron;0.033
3.1.3.83;Bacteroides thetaiotaomicron;0.086
3.1.3.84;Saccharomyces cerevisiae;0.0028
3.1.3.84;SARS coronavirus;0.0527
3.1.3.85;Methanococcoides burtonii;0.08
3.1.3.85;Thermus thermophilus;0.1
3.1.3.85;Thermus thermophilus;0.11
3.1.3.85;Persephonella marina;0.19
3.1.3.85;Persephonella marina;0.19
3.1.3.85;Persephonella marina;0.21
3.1.3.85;Persephonella marina;0.21
3.1.3.85;Methanococcoides burtonii;0.27
3.1.3.85;Methanococcoides burtonii;0.28
3.1.3.85;Persephonella marina;0.36
3.1.3.85;Persephonella marina;0.36
3.1.3.85;Thermus thermophilus;0.36
3.1.3.85;Thermus thermophilus;0.37
3.1.3.85;Persephonella marina;0.41
3.1.3.85;Persephonella marina;0.41
3.1.3.85;Persephonella marina;0.43
3.1.3.85;Persephonella marina;0.43
3.1.3.85;Persephonella marina;0.53
3.1.3.85;Persephonella marina;0.53
3.1.3.85;Thermus thermophilus;0.79
3.1.3.85;Thermus thermophilus;0.83
3.1.3.85;Thermus thermophilus;0.9
3.1.3.85;Thermus thermophilus;1.1
3.1.3.86;Trypanosoma brucei;0.0316
3.1.3.86;Trypanosoma brucei;0.0738
3.1.3.86;Trypanosoma brucei;0.088
3.1.3.89;Escherichia coli;0.008
3.1.3.89;Escherichia coli;0.012
3.1.3.89;Escherichia coli;0.016
3.1.3.89;Escherichia coli;0.017
3.1.3.89;Escherichia coli;0.017
3.1.3.89;Escherichia coli;0.02
3.1.3.89;Escherichia coli;0.034
3.1.3.89;Escherichia coli;0.036
3.1.3.89;Escherichia coli;0.042
3.1.3.89;Escherichia coli;0.047
3.1.3.89;Saccharomyces cerevisiae;0.18
3.1.3.89;Saccharomyces cerevisiae;0.18
3.1.3.89;Saccharomyces cerevisiae;0.23
3.1.3.89;Saccharomyces cerevisiae;0.23
3.1.3.89;Saccharomyces cerevisiae;0.32
3.1.3.89;Saccharomyces cerevisiae;0.32
3.1.3.89;Saccharomyces cerevisiae;0.36
3.1.3.89;Saccharomyces cerevisiae;0.36
3.1.3.89;Escherichia coli;2.09
3.1.3.89;Saccharomyces cerevisiae;5.44
3.1.3.89;Saccharomyces cerevisiae;5.44
3.1.3.90;Enterococcus faecalis;4.1
3.1.3.90;Enterococcus faecalis;4.1
3.1.3.91;Homo sapiens;0.0078
3.1.3.91;Homo sapiens;0.0078
3.1.3.91;Drosophila melanogaster;0.013
3.1.3.92;Bacillus subtilis;0.101
3.1.3.92;Bacillus subtilis;0.101
3.1.3.93;Actinidia deliciosa;0.01
3.1.3.93;Actinidia deliciosa;0.022
3.1.3.93;Arabidopsis thaliana;0.107
3.1.3.93;Actinidia deliciosa;0.15
3.1.3.93;Arabidopsis thaliana;0.191
3.1.3.96;Homo sapiens;0.00038
3.1.3.100;Zea mays;0.036
3.1.3.100;Zea mays;0.049
3.1.3.102;Arabidopsis thaliana;0.0008
3.1.3.102;Arabidopsis thaliana;0.0142
3.1.3.102;Arabidopsis thaliana;0.0142
3.1.3.102;Capra hircus;0.2
3.1.3.102;Escherichia coli;1
3.1.3.102;Escherichia coli;2.3
3.1.3.103;Bacteroides thetaiotaomicron;0.1
3.1.3.103;Bacteroides thetaiotaomicron;0.18
3.1.3.103;Bacteroides thetaiotaomicron;0.2
3.1.3.103;Bacteroides thetaiotaomicron;0.41
3.1.3.104;Arabidopsis thaliana;0.0142
3.1.3.104;Arabidopsis thaliana;0.0142
3.1.3.104;Bacillus subtilis;0.054
3.1.3.104;Bacillus subtilis;0.054
3.1.3.104;Bacillus subtilis;0.054
3.1.3.104;Bacteroides thetaiotaomicron;0.1
3.1.3.104;Arabidopsis thaliana;0.127
3.1.3.104;Arabidopsis thaliana;0.127
3.1.3.104;Arabidopsis thaliana;0.128
3.1.3.104;Arabidopsis thaliana;0.128
3.1.3.104;Bacillus subtilis;0.135
3.1.3.104;Bacillus subtilis;0.135
3.1.3.104;Bacillus subtilis;0.135
3.1.3.104;Bacteroides thetaiotaomicron;1.03
3.1.3.104;Bacteroides thetaiotaomicron;1.08
3.1.3.106;Homo sapiens;0.0042
3.1.3.106;Homo sapiens;0.0051
3.1.3.106;Homo sapiens;0.0069
3.1.3.106;Homo sapiens;0.013
3.1.4.1;Lupinus luteus;0.002
3.1.4.1;Lupinus luteus;0.0022
3.1.4.1;Lupinus luteus;0.0096
3.1.4.1;Methanocaldococcus jannaschii;0.035
3.1.4.1;Mus musculus;0.068
3.1.4.1;Flammulina velutipes;0.09
3.1.4.1;Rattus norvegicus;0.091
3.1.4.1;Rattus norvegicus;0.097
3.1.4.1;Rattus norvegicus;0.106
3.1.4.1;Lactobacillus acidophilus;0.12
3.1.4.1;Methanocaldococcus jannaschii;0.15
3.1.4.1;Rattus norvegicus;0.22
3.1.4.1;Lactobacillus acidophilus;0.22
3.1.4.1;Lactobacillus acidophilus;0.25
3.1.4.1;Flammulina velutipes;0.25
3.1.4.1;Hordeum vulgare;0.28
3.1.4.1;Rhizobium leguminosarum;0.31
3.1.4.1;Hordeum vulgare;0.33
3.1.4.1;Lactobacillus acidophilus;0.43
3.1.4.1;Methanocaldococcus jannaschii;0.66
3.1.4.1;Aspergillus niger;0.96
3.1.4.1;Methanocaldococcus jannaschii;1.01
3.1.4.1;Arabidopsis thaliana;1.2
3.1.4.1;Methanocaldococcus jannaschii;1.53
3.1.4.1;Mus musculus;1.54
3.1.4.1;Rhizobium leguminosarum;1.7
3.1.4.1;Arabidopsis thaliana;1.8
3.1.4.1;Rhizobium leguminosarum;2.3
3.1.4.1;Lactobacillus acidophilus;2.8
3.1.4.1;Rhizobium leguminosarum;2.8
3.1.4.1;Rhizobium leguminosarum;2.9
3.1.4.1;Rhizobium leguminosarum;3
3.1.4.1;Methanocaldococcus jannaschii;3.33
3.1.4.1;Arabidopsis thaliana;3.5
3.1.4.1;Rhizobium leguminosarum;3.8
3.1.4.1;Rhizobium leguminosarum;4
3.1.4.1;Rhizobium leguminosarum;4.8
3.1.4.1;Arabidopsis thaliana;6
3.1.4.1;Lactobacillus acidophilus;6
3.1.4.1;Arabidopsis thaliana;6.5
3.1.4.1;Arabidopsis thaliana;8
3.1.4.1;Arabidopsis thaliana;8.5
3.1.4.1;Escherichia coli;9.74
3.1.4.1;Arabidopsis thaliana;13.2
3.1.4.1;Rhizobium leguminosarum;14
3.1.4.1;Rhizobium leguminosarum;15
3.1.4.1;Escherichia coli;18.3
3.1.4.1;Arabidopsis thaliana;22.2
3.1.4.1;Rhizobium leguminosarum;28
3.1.4.1;Rhizobium leguminosarum;43
3.1.4.1;Rhizobium leguminosarum;45
3.1.4.1;Rhizobium leguminosarum;50
3.1.4.1;Rhizobium leguminosarum;57
3.1.4.1;Rhizobium leguminosarum;70
3.1.4.1;Rhizobium leguminosarum;73
3.1.4.2;Thermocrispum sp. RD004668;0.0132
3.1.4.2;Escherichia coli;0.24
3.1.4.2;Escherichia coli;0.28
3.1.4.2;Escherichia coli;0.35
3.1.4.2;Oryza sativa;0.56
3.1.4.2;Escherichia coli;0.59
3.1.4.2;Escherichia coli;1
3.1.4.2;Oryza sativa;1.06
3.1.4.2;Serratia plymuthica;1.2
3.1.4.2;Serratia plymuthica;2.5
3.1.4.2;Doryteuthis pealeii;4.5
3.1.4.2;Oryza sativa;7.25
3.1.4.3;Plasmodium falciparum;0.025
3.1.4.3;Streptomyces sp. NA684;0.0513
3.1.4.3;Plasmodium falciparum;0.09
3.1.4.3;Homo sapiens;0.165
3.1.4.3;Tetrahymena pyriformis;0.166
3.1.4.3;Streptomyces sp. NA684;0.271
3.1.4.3;Homo sapiens;0.296
3.1.4.3;Homo sapiens;0.344
3.1.4.3;Homo sapiens;0.434
3.1.4.3;Homo sapiens;0.44
3.1.4.3;Homo sapiens;0.563
3.1.4.3;Clostridium perfringens;0.8
3.1.4.3;Streptomyces hachijoensis;0.9
3.1.4.3;Bacillus cereus;1.8
3.1.4.3;Bacillus cereus;2.4
3.1.4.3;Bacillus cereus;4.5
3.1.4.3;Legionella pneumophila;35
3.1.4.4;Homo sapiens;0.0029
3.1.4.4;Rattus norvegicus;0.0029
3.1.4.4;Rattus norvegicus;0.0036
3.1.4.4;Homo sapiens;0.0037
3.1.4.4;Rattus norvegicus;0.0042
3.1.4.4;Rattus norvegicus;0.0043
3.1.4.4;Rattus norvegicus;0.0045
3.1.4.4;Homo sapiens;0.0046
3.1.4.4;Rattus norvegicus;0.0047
3.1.4.4;Rattus norvegicus;0.0059
3.1.4.4;Rattus norvegicus;0.0061
3.1.4.4;Rattus norvegicus;0.0143
3.1.4.4;Rattus norvegicus;0.0211
3.1.4.4;Streptomyces sp. NA684;0.0513
3.1.4.4;Arachis hypogaea;0.072
3.1.4.4;Streptomyces septatus;0.075
3.1.4.B4;Clostridioides difficile;0.0894
3.1.4.B4;Clostridioides difficile;0.1215
3.1.4.B4;Clostridioides difficile;0.1423
3.1.4.B4;Clostridioides difficile;0.1432
3.1.4.B4;Clostridioides difficile;0.1574
3.1.4.4;Streptomyces chromofuscus;0.16
3.1.4.B4;Clostridioides difficile;0.1638
3.1.4.B4;Clostridioides difficile;0.1735
3.1.4.B4;Clostridioides difficile;0.1755
3.1.4.4;Streptomyces sp. NA684;0.271
3.1.4.4;Oryza sativa;0.29
3.1.4.4;Streptomyces chromofuscus;0.56
3.1.4.4;Streptomyces olivochromogenes;0.6
3.1.4.4;Vigna radiata;0.75
3.1.4.4;Streptomyces tendae;0.95
3.1.4.4;Brassica napus;1
3.1.4.4;Brassica oleracea var. capitata;1
3.1.4.4;Streptomyces septatus;1.16
3.1.4.4;Streptomyces chromofuscus;1.43
3.1.4.4;Glycine max;1.6
3.1.4.4;Streptomyces chromofuscus;1.67
3.1.4.4;Brassica juncea var. juncea;1.84
3.1.4.4;Brassica oleracea var. capitata;3
3.1.4.4;Streptomyces hachijoensis;4
3.1.4.4;Brassica oleracea var. capitata;388
3.1.4.11;Homo sapiens;0.0123
3.1.4.11;Homo sapiens;0.0197
3.1.4.11;Trypanosoma cruzi;0.023
3.1.4.11;Homo sapiens;0.0232
3.1.4.11;Homo sapiens;0.0391
3.1.4.11;Toxoplasma gondii;0.079
3.1.4.11;Toxoplasma gondii;0.079
3.1.4.11;Toxoplasma gondii;0.13
3.1.4.11;Toxoplasma gondii;0.13
3.1.4.11;Bos taurus;0.45
3.1.4.11;Listeria monocytogenes;12.5
3.1.4.11;Listeria monocytogenes;100
3.1.4.12;Homo sapiens;0.01871
3.1.4.12;Plasmodium falciparum;0.1
3.1.4.12;Homo sapiens;0.262
3.1.4.12;Homo sapiens;0.306
3.1.4.12;Homo sapiens;0.327
3.1.4.12;Homo sapiens;0.348
3.1.4.12;Homo sapiens;0.391
3.1.4.12;Homo sapiens;1.7
3.1.4.12;Kionochaeta sp.;12.6
3.1.4.12;Rasamsonia emersonii;39.6
3.1.4.14;Pseudomonas aeruginosa;0.4
3.1.4.14;Pseudomonas aeruginosa;1
3.1.4.16;Myxococcus xanthus;0.0052
3.1.4.16;Shigella sonnei;0.02
3.1.4.16;Shigella sonnei;0.022
3.1.4.16;Haemophilus influenzae;0.022
3.1.4.16;Haemophilus influenzae;0.033
3.1.4.16;Bacillus subtilis;0.04
3.1.4.16;Shigella sonnei;0.045
3.1.4.16;Proteus vulgaris;0.05
3.1.4.16;Proteus vulgaris;0.07
3.1.4.16;Fusarium culmorum;0.1
3.1.4.16;Escherichia coli;0.1
3.1.4.16;Escherichia coli;0.13
3.1.4.16;Escherichia coli;0.15
3.1.4.16;Haemophilus influenzae;0.167
3.1.4.16;Escherichia coli;0.18
3.1.4.16;Escherichia coli;0.19
3.1.4.16;Fusarium culmorum;0.3
3.1.4.16;Escherichia coli;0.49
3.1.4.16;Escherichia coli;0.53
3.1.4.16;Fusarium culmorum;0.6
3.1.4.16;Proteus vulgaris;0.67
3.1.4.16;Shigella sonnei;0.7
3.1.4.16;Escherichia coli;0.76
3.1.4.16;Mycobacterium tuberculosis;0.9
3.1.4.16;Bacillus sp. (in: Bacteria);1.2
3.1.4.16;Escherichia coli;1.6
3.1.4.16;Mycobacterium tuberculosis;1.6
3.1.4.16;Mycobacterium tuberculosis;1.7
3.1.4.16;Fusarium culmorum;2
